id,citing,cited
oci:06420259721-062501611471,omid:br/06420259721,omid:br/062501611471
oci:06420259721-061101164221,omid:br/06420259721,omid:br/061101164221
oci:06420259628-0640687427,omid:br/06420259628,omid:br/0640687427
oci:06420259628-061101164221,omid:br/06420259628,omid:br/061101164221
oci:06420259903-0604180376,omid:br/06420259903,omid:br/0604180376
oci:06420259955-06201623045,omid:br/06420259955,omid:br/06201623045
oci:06420259955-062503303204,omid:br/06420259955,omid:br/062503303204
oci:06420259955-06270262824,omid:br/06420259955,omid:br/06270262824
oci:06420259955-06190116739,omid:br/06420259955,omid:br/06190116739
oci:06420259955-062302806725,omid:br/06420259955,omid:br/062302806725
oci:06420259955-06403048535,omid:br/06420259955,omid:br/06403048535
oci:06420259955-062601274375,omid:br/06420259955,omid:br/062601274375
oci:06420259670-06350315148,omid:br/06420259670,omid:br/06350315148
oci:06420259670-06401140957,omid:br/06420259670,omid:br/06401140957
oci:06420259670-0604845223,omid:br/06420259670,omid:br/0604845223
oci:06420259670-062302806594,omid:br/06420259670,omid:br/062302806594
oci:06420259670-06350315149,omid:br/06420259670,omid:br/06350315149
oci:06420259670-06350315150,omid:br/06420259670,omid:br/06350315150
oci:06420259601-0650689607,omid:br/06420259601,omid:br/0650689607
oci:06420259601-062501265104,omid:br/06420259601,omid:br/062501265104
oci:06420259601-06150487818,omid:br/06420259601,omid:br/06150487818
oci:06420259601-0650689238,omid:br/06420259601,omid:br/0650689238
oci:06420259601-0680647484,omid:br/06420259601,omid:br/0680647484
oci:06420259717-062302806614,omid:br/06420259717,omid:br/062302806614
oci:06420259589-062401828451,omid:br/06420259589,omid:br/062401828451
oci:06420259589-06901452862,omid:br/06420259589,omid:br/06901452862
oci:06420259589-061203706867,omid:br/06420259589,omid:br/061203706867
oci:06420259589-06170997818,omid:br/06420259589,omid:br/06170997818
oci:06420259894-0650689567,omid:br/06420259894,omid:br/0650689567
oci:06420259981-0629046144,omid:br/06420259981,omid:br/0629046144
oci:06420259981-06503028817,omid:br/06420259981,omid:br/06503028817
oci:06420259961-0630497724,omid:br/06420259961,omid:br/0630497724
oci:06420259961-06102623141,omid:br/06420259961,omid:br/06102623141
oci:06420259961-061302125040,omid:br/06420259961,omid:br/061302125040
oci:06460182154-06201623274,omid:br/06460182154,omid:br/06201623274
oci:06460182154-062501612867,omid:br/06460182154,omid:br/062501612867
oci:06420259912-06503028838,omid:br/06420259912,omid:br/06503028838
oci:06420259912-0632045832,omid:br/06420259912,omid:br/0632045832
oci:06420259912-06503028837,omid:br/06420259912,omid:br/06503028837
oci:06420259912-0650689607,omid:br/06420259912,omid:br/0650689607
oci:06420259912-06403029640,omid:br/06420259912,omid:br/06403029640
oci:06420259912-06403029312,omid:br/06420259912,omid:br/06403029312
oci:06420259912-06403029454,omid:br/06420259912,omid:br/06403029454
oci:06420259912-0632045916,omid:br/06420259912,omid:br/0632045916
oci:06420259912-06240420422,omid:br/06420259912,omid:br/06240420422
oci:06420259912-0680647784,omid:br/06420259912,omid:br/0680647784
oci:06420259912-06202611391,omid:br/06420259912,omid:br/06202611391
oci:06420259912-06202611205,omid:br/06420259912,omid:br/06202611205
oci:06420259912-06403029453,omid:br/06420259912,omid:br/06403029453
oci:06420259944-06240420489,omid:br/06420259944,omid:br/06240420489
oci:06420259944-061701615429,omid:br/06420259944,omid:br/061701615429
oci:06420259944-061901822842,omid:br/06420259944,omid:br/061901822842
oci:061103604923-062402120334,omid:br/061103604923,omid:br/062402120334
oci:06420259930-06230212034,omid:br/06420259930,omid:br/06230212034
oci:06420259930-062601274849,omid:br/06420259930,omid:br/062601274849
oci:06420259594-0650689644,omid:br/06420259594,omid:br/0650689644
oci:06420259594-0650689612,omid:br/06420259594,omid:br/0650689612
oci:06420259594-0660289335,omid:br/06420259594,omid:br/0660289335
oci:06420259962-062601274680,omid:br/06420259962,omid:br/062601274680
oci:06420259962-0650689237,omid:br/06420259962,omid:br/0650689237
oci:06420259936-06303909510,omid:br/06420259936,omid:br/06303909510
oci:06420259712-062601274840,omid:br/06420259712,omid:br/062601274840
oci:06420259712-06420216959,omid:br/06420259712,omid:br/06420216959
oci:06420259712-06180324611,omid:br/06420259712,omid:br/06180324611
oci:06420259712-0650689584,omid:br/06420259712,omid:br/0650689584
oci:06420259712-061501892830,omid:br/06420259712,omid:br/061501892830
oci:06420259712-0660289335,omid:br/06420259712,omid:br/0660289335
oci:06420259715-062403599178,omid:br/06420259715,omid:br/062403599178
oci:06420259715-062501611471,omid:br/06420259715,omid:br/062501611471
oci:06420259651-06101276413,omid:br/06420259651,omid:br/06101276413
oci:06420259940-06501264093,omid:br/06420259940,omid:br/06501264093
oci:06420259940-061201153198,omid:br/06420259940,omid:br/061201153198
oci:06420259644-062601274280,omid:br/06420259644,omid:br/062601274280
oci:06420259644-06304695644,omid:br/06420259644,omid:br/06304695644
oci:06420259923-062601274662,omid:br/06420259923,omid:br/062601274662
oci:06420259923-062601274940,omid:br/06420259923,omid:br/062601274940
oci:06420259923-06101276371,omid:br/06420259923,omid:br/06101276371
oci:06420259923-062601274935,omid:br/06420259923,omid:br/062601274935
oci:06420259923-06240420206,omid:br/06420259923,omid:br/06240420206
oci:06420259676-06101276413,omid:br/06420259676,omid:br/06101276413
oci:06420259898-062601274345,omid:br/06420259898,omid:br/062601274345
oci:06420259899-062601274839,omid:br/06420259899,omid:br/062601274839
oci:06420259899-0650689612,omid:br/06420259899,omid:br/0650689612
oci:06420259899-06250611577,omid:br/06420259899,omid:br/06250611577
oci:06420259908-061101164817,omid:br/06420259908,omid:br/061101164817
oci:06420259908-06801168537,omid:br/06420259908,omid:br/06801168537
