id,citing,cited,creation,timespan,journal_sc,author_sc
oci:06104575501-06304560539,omid:br/06104575501,omid:br/06304560539,2012,P1Y,yes,no
oci:06104575501-061701828057,omid:br/06104575501,omid:br/061701828057,2012,P10Y,no,no
oci:06104575501-061801817788,omid:br/06104575501,omid:br/061801817788,2012,P0Y,no,no
oci:06104575501-06604571201,omid:br/06104575501,omid:br/06604571201,2012,P46Y,no,no
oci:06104575501-06150357165,omid:br/06104575501,omid:br/06150357165,2012,P15Y,no,no
oci:06104575501-061301158511,omid:br/06104575501,omid:br/061301158511,2012,P26Y,no,no
oci:06104575501-062501817480,omid:br/06104575501,omid:br/062501817480,2012,P1Y,no,no
oci:06104575501-06104575659,omid:br/06104575501,omid:br/06104575659,2012,P11Y,yes,no
oci:06104575589-06190575834,omid:br/06104575589,omid:br/06190575834,2012,P12Y,no,no
oci:06104575589-0690407128,omid:br/06104575589,omid:br/0690407128,2012,P6Y,no,no
oci:06104575589-0640607679,omid:br/06104575589,omid:br/0640607679,2012,P12Y,no,no
oci:06104575589-06210995863,omid:br/06104575589,omid:br/06210995863,2012,P5Y,no,no
oci:06104575527-061801472922,omid:br/06104575527,omid:br/061801472922,2012,P5Y,no,no
oci:06104575527-061402582162,omid:br/06104575527,omid:br/061402582162,2012,P5Y,no,no
oci:06104575527-0690360645,omid:br/06104575527,omid:br/0690360645,2012,P5Y,no,no
oci:06104575527-06180301595,omid:br/06104575527,omid:br/06180301595,2012,P2Y,no,no
oci:06104575527-06501734875,omid:br/06104575527,omid:br/06501734875,2012,P3Y,no,no
oci:06104575527-06130596071,omid:br/06104575527,omid:br/06130596071,2012,P7Y,no,no
oci:06104575527-061103843157,omid:br/06104575527,omid:br/061103843157,2012,P0Y,no,no
oci:06104575505-06302612363,omid:br/06104575505,omid:br/06302612363,2012,P8Y,no,no
oci:06104575505-0680947424,omid:br/06104575505,omid:br/0680947424,2012,P43Y,no,no
oci:06104575493-061803056210,omid:br/06104575493,omid:br/061803056210,2012,P8Y,no,no
oci:06104575493-0610354800,omid:br/06104575493,omid:br/0610354800,2012,P15Y,no,no
oci:06104575562-0610368600,omid:br/06104575562,omid:br/0610368600,2012,P15Y,no,no
oci:06104575562-06803908478,omid:br/06104575562,omid:br/06803908478,2012,P12Y,no,no
oci:06304560539-061801157516,omid:br/06304560539,omid:br/061801157516,2011,P39Y,no,no
oci:06304560539-06104575313,omid:br/06304560539,omid:br/06104575313,2011,P30Y,yes,no
oci:06304560539-06304560159,omid:br/06304560539,omid:br/06304560159,2011,P18Y,yes,no
oci:06304560539-06104575293,omid:br/06304560539,omid:br/06104575293,2011,P29Y,yes,no
oci:06304560539-06104575472,omid:br/06304560539,omid:br/06104575472,2011,P43Y,yes,no
oci:06304560539-06304560029,omid:br/06304560539,omid:br/06304560029,2011,P38Y,yes,no
oci:06304560539-06104575659,omid:br/06304560539,omid:br/06104575659,2011,P10Y,yes,no
oci:06304560534-06230530463,omid:br/06304560534,omid:br/06230530463,2011,P2Y,no,no
oci:06304560534-061801491698,omid:br/06304560534,omid:br/061801491698,2011,P7Y,no,no
oci:06304560534-0620878796,omid:br/06304560534,omid:br/0620878796,2011,P37Y,no,no
oci:06304560534-06250523478,omid:br/06304560534,omid:br/06250523478,2011,P2Y,no,no
oci:06304560534-06302327412,omid:br/06304560534,omid:br/06302327412,2011,P1Y,no,no
oci:06304560534-0680561095,omid:br/06304560534,omid:br/0680561095,2011,P2Y,no,no
oci:06304560534-061401929464,omid:br/06304560534,omid:br/061401929464,2011,P5Y,no,no
oci:06304560534-062601558107,omid:br/06304560534,omid:br/062601558107,2011,P2Y,no,no
oci:06304560502-06601031187,omid:br/06304560502,omid:br/06601031187,2011,P2Y,no,no
oci:06304560502-06902677810,omid:br/06304560502,omid:br/06902677810,2011,P0Y,no,no
oci:06304560502-061601533580,omid:br/06304560502,omid:br/061601533580,2011,P0Y,no,no
oci:06304560502-0640899187,omid:br/06304560502,omid:br/0640899187,2011,P20Y,no,no
oci:06304560517-06140513382,omid:br/06304560517,omid:br/06140513382,2011,P24Y,no,no
oci:06304560517-061701543840,omid:br/06304560517,omid:br/061701543840,2011,P9Y,no,no
oci:06304560517-06230370535,omid:br/06304560517,omid:br/06230370535,2011,P8Y,no,no
oci:06304560517-06302824362,omid:br/06304560517,omid:br/06302824362,2011,P27Y,no,no
oci:06304560517-06130597593,omid:br/06304560517,omid:br/06130597593,2011,P10Y,no,no
oci:06304560517-06801251170,omid:br/06304560517,omid:br/06801251170,2011,P3Y,no,no
oci:06304560517-061801843455,omid:br/06304560517,omid:br/061801843455,2011,P1Y,no,no
oci:06304560520-0620120344,omid:br/06304560520,omid:br/0620120344,2011,P1Y,no,no
oci:06304560520-06250598497,omid:br/06304560520,omid:br/06250598497,2011,P5Y,no,no
oci:06304560520-06110488594,omid:br/06304560520,omid:br/06110488594,2011,P0Y,no,no
oci:06304560520-06110633027,omid:br/06304560520,omid:br/06110633027,2011,P9Y,no,no
oci:06304560520-0680636944,omid:br/06304560520,omid:br/0680636944,2011,P7Y,no,no
oci:06304560520-0680636644,omid:br/06304560520,omid:br/0680636644,2011,P7Y,no,no
oci:06304560520-061203312994,omid:br/06304560520,omid:br/061203312994,2011,P21Y,no,no
oci:06304560520-061103327292,omid:br/06304560520,omid:br/061103327292,2011,P21Y,no,no
oci:06304560520-06702208193,omid:br/06304560520,omid:br/06702208193,2011,P1Y,no,no
oci:06304560520-06180629955,omid:br/06304560520,omid:br/06180629955,2011,P12Y,no,no
oci:06304560542-06202611051,omid:br/06304560542,omid:br/06202611051,2011,P4Y,no,no
oci:06304560542-06403913628,omid:br/06304560542,omid:br/06403913628,2011,P56Y,no,no
oci:06304560542-06210869196,omid:br/06304560542,omid:br/06210869196,2011,P36Y,no,no
oci:06304560542-06180528534,omid:br/06304560542,omid:br/06180528534,2011,P8Y,no,no
oci:06304560542-06130596228,omid:br/06304560542,omid:br/06130596228,2011,P6Y,no,no
oci:06304560542-0640123021,omid:br/06304560542,omid:br/0640123021,2011,P16Y,no,no
oci:06304560542-06240341793,omid:br/06304560542,omid:br/06240341793,2011,P10Y,no,no
oci:06304560542-06140514407,omid:br/06304560542,omid:br/06140514407,2011,P25Y,no,no
oci:06304560542-0670875189,omid:br/06304560542,omid:br/0670875189,2011,P8Y,no,no
oci:06304560542-06230489101,omid:br/06304560542,omid:br/06230489101,2011,P16Y,no,no
oci:06304560542-06190109196,omid:br/06304560542,omid:br/06190109196,2011,P8Y,no,no
oci:06304560542-0630120098,omid:br/06304560542,omid:br/0630120098,2011,P4Y,no,no
oci:06304560542-06102459202,omid:br/06304560542,omid:br/06102459202,2011,P41Y,no,no
oci:06304560542-0630117245,omid:br/06304560542,omid:br/0630117245,2011,P11Y,no,no
oci:06304560542-061103327292,omid:br/06304560542,omid:br/061103327292,2011,P21Y,no,no
oci:06304560542-061702015396,omid:br/06304560542,omid:br/061702015396,2011,P51Y,no,no
oci:06304560542-06190632287,omid:br/06304560542,omid:br/06190632287,2011,P14Y,no,no
oci:06304560542-06190123912,omid:br/06304560542,omid:br/06190123912,2011,P23Y,no,no
oci:06304560542-061403295952,omid:br/06304560542,omid:br/061403295952,2011,P23Y,no,no
oci:06304560542-061203488650,omid:br/06304560542,omid:br/061203488650,2011,P60Y,no,no
oci:06304560542-0634061030,omid:br/06304560542,omid:br/0634061030,2011,P52Y,no,no
oci:06304560542-0640879088,omid:br/06304560542,omid:br/0640879088,2011,P26Y,no,no
oci:06304560542-06360242605,omid:br/06304560542,omid:br/06360242605,2011,,no,no
oci:06304560542-06803900240,omid:br/06304560542,omid:br/06803900240,2011,P42Y,no,no
oci:06304560500-06140598466,omid:br/06304560500,omid:br/06140598466,2011,P10Y,no,no
oci:06304560500-06501628245,omid:br/06304560500,omid:br/06501628245,2011,P29Y,no,no
oci:06304560500-06220210218,omid:br/06304560500,omid:br/06220210218,2011,P24Y,no,no
oci:06304560500-0680609167,omid:br/06304560500,omid:br/0680609167,2011,P11Y,no,no
oci:06304560500-06190606963,omid:br/06304560500,omid:br/06190606963,2011,P3Y,no,no
oci:06304560500-06101551046,omid:br/06304560500,omid:br/06101551046,2011,P6Y,no,no
oci:06304560590-061103327292,omid:br/06304560590,omid:br/061103327292,2011,P21Y,no,no
oci:06304560590-062403303164,omid:br/06304560590,omid:br/062403303164,2011,P46Y,no,no
oci:06304560590-061201605539,omid:br/06304560590,omid:br/061201605539,2011,P51Y,no,no
oci:06304560590-06260888707,omid:br/06304560590,omid:br/06260888707,2011,P25Y,no,no
oci:06304560590-06703716010,omid:br/06304560590,omid:br/06703716010,2011,P22Y,no,no
