id,citing,cited
oci:06704477480-06704477487,omid:br/06704477480,omid:br/06704477487
oci:06704477467-06410256367,omid:br/06704477467,omid:br/06410256367
oci:06704477467-06370261167,omid:br/06704477467,omid:br/06370261167
oci:06704477438-063807548,omid:br/06704477438,omid:br/063807548
oci:06704477438-061701673033,omid:br/06704477438,omid:br/061701673033
oci:06704477438-062303499862,omid:br/06704477438,omid:br/062303499862
oci:06704477438-0620537685,omid:br/06704477438,omid:br/0620537685
oci:06704477438-06190765046,omid:br/06704477438,omid:br/06190765046
oci:06704477459-06704477462,omid:br/06704477459,omid:br/06704477462
oci:06704477459-06704477469,omid:br/06704477459,omid:br/06704477469
oci:06704477459-06160271782,omid:br/06704477459,omid:br/06160271782
oci:06704477459-06150268953,omid:br/06704477459,omid:br/06150268953
oci:06704477459-06150268961,omid:br/06704477459,omid:br/06150268961
oci:06704477459-06150268998,omid:br/06704477459,omid:br/06150268998
oci:06704477445-06120769451,omid:br/06704477445,omid:br/06120769451
oci:06704477445-06230401523,omid:br/06704477445,omid:br/06230401523
oci:06704477445-06180274133,omid:br/06704477445,omid:br/06180274133
oci:06704477476-06502144033,omid:br/06704477476,omid:br/06502144033
oci:06704477476-06160272540,omid:br/06704477476,omid:br/06160272540
oci:06704477476-06210759255,omid:br/06704477476,omid:br/06210759255
oci:06704477498-0639049651,omid:br/06704477498,omid:br/0639049651
oci:06704477498-0639038642,omid:br/06704477498,omid:br/0639038642
oci:06704477498-06101217775,omid:br/06704477498,omid:br/06101217775
oci:06704477498-062301478827,omid:br/06704477498,omid:br/062301478827
oci:06704477498-062601632704,omid:br/06704477498,omid:br/062601632704
oci:06704477498-062301478841,omid:br/06704477498,omid:br/062301478841
oci:06704477498-0633037718,omid:br/06704477498,omid:br/0633037718
oci:06704477498-061602633805,omid:br/06704477498,omid:br/061602633805
oci:06704477498-061901291774,omid:br/06704477498,omid:br/061901291774
oci:06704477498-0638038216,omid:br/06704477498,omid:br/0638038216
oci:06704477498-06110773715,omid:br/06704477498,omid:br/06110773715
oci:06704477498-061703522053,omid:br/06704477498,omid:br/061703522053
oci:06704477498-0630823176,omid:br/06704477498,omid:br/0630823176
oci:06704477498-062204082169,omid:br/06704477498,omid:br/062204082169
oci:06704477498-062204082170,omid:br/06704477498,omid:br/062204082170
oci:06704477498-061802134222,omid:br/06704477498,omid:br/061802134222
oci:06704477498-062501473925,omid:br/06704477498,omid:br/062501473925
oci:06704477498-06170675705,omid:br/06704477498,omid:br/06170675705
oci:06704477498-06160671573,omid:br/06704477498,omid:br/06160671573
oci:06704477498-06501509724,omid:br/06704477498,omid:br/06501509724
oci:06704477498-06150671025,omid:br/06704477498,omid:br/06150671025
oci:06704477498-061701140102,omid:br/06704477498,omid:br/061701140102
oci:06704477498-062301478818,omid:br/06704477498,omid:br/062301478818
oci:06704477483-06704477475,omid:br/06704477483,omid:br/06704477475
oci:061803566842-06150670559,omid:br/061803566842,omid:br/06150670559
oci:061803566842-06150671263,omid:br/061803566842,omid:br/06150671263
oci:061803566842-06210759271,omid:br/061803566842,omid:br/06210759271
oci:061803566842-0637039182,omid:br/061803566842,omid:br/0637039182
oci:061803566842-06110821032,omid:br/061803566842,omid:br/06110821032
oci:061803566842-06210759591,omid:br/061803566842,omid:br/06210759591
oci:061803566842-06150671298,omid:br/061803566842,omid:br/06150671298
oci:061803566842-06240747064,omid:br/061803566842,omid:br/06240747064
oci:061803566842-06801482218,omid:br/061803566842,omid:br/06801482218
oci:061803566842-06150671191,omid:br/061803566842,omid:br/06150671191
oci:061803566842-06150671337,omid:br/061803566842,omid:br/06150671337
oci:061803566842-06401505865,omid:br/061803566842,omid:br/06401505865
oci:061803566842-06240747020,omid:br/061803566842,omid:br/06240747020
oci:061803566842-061601210519,omid:br/061803566842,omid:br/061601210519
oci:061803566842-0619078663,omid:br/061803566842,omid:br/0619078663
oci:061803566842-06150670575,omid:br/061803566842,omid:br/06150670575
oci:061803566842-0640540544,omid:br/061803566842,omid:br/0640540544
oci:061803566842-061503595332,omid:br/061803566842,omid:br/061503595332
