id,citing,cited
oci:06290221960-06702412564,omid:br/06290221960,omid:br/06702412564
oci:06290222042-0651038946,omid:br/06290222042,omid:br/0651038946
oci:06290222042-06102389705,omid:br/06290222042,omid:br/06102389705
oci:06290222042-0680409347,omid:br/06290222042,omid:br/0680409347
oci:06290222042-061204100357,omid:br/06290222042,omid:br/061204100357
oci:06290222042-061801690131,omid:br/06290222042,omid:br/061801690131
oci:06290222042-061601699319,omid:br/06290222042,omid:br/061601699319
oci:06290222042-0620533679,omid:br/06290222042,omid:br/0620533679
oci:06290222042-062501875466,omid:br/06290222042,omid:br/062501875466
oci:06290222042-06701398632,omid:br/06290222042,omid:br/06701398632
oci:06290222042-0646038875,omid:br/06290222042,omid:br/0646038875
oci:06290222042-062501875279,omid:br/06290222042,omid:br/062501875279
oci:06290222042-06802263159,omid:br/06290222042,omid:br/06802263159
oci:06290222042-0670623200,omid:br/06290222042,omid:br/0670623200
oci:06290222042-0640909168,omid:br/06290222042,omid:br/0640909168
oci:06290222042-061602038647,omid:br/06290222042,omid:br/061602038647
oci:06290222042-0690864517,omid:br/06290222042,omid:br/0690864517
oci:06290222042-0660118517,omid:br/06290222042,omid:br/0660118517
oci:06290222049-0651038946,omid:br/06290222049,omid:br/0651038946
oci:06290222049-06102389705,omid:br/06290222049,omid:br/06102389705
oci:06290222049-0680409347,omid:br/06290222049,omid:br/0680409347
oci:06290222049-061204100357,omid:br/06290222049,omid:br/061204100357
oci:06290222049-061801690131,omid:br/06290222049,omid:br/061801690131
oci:06290222049-061601699319,omid:br/06290222049,omid:br/061601699319
oci:06290222049-0620533679,omid:br/06290222049,omid:br/0620533679
oci:06290222049-062501875466,omid:br/06290222049,omid:br/062501875466
oci:06290222049-06701398632,omid:br/06290222049,omid:br/06701398632
oci:06290222049-0646038875,omid:br/06290222049,omid:br/0646038875
oci:06290222049-062501875279,omid:br/06290222049,omid:br/062501875279
oci:06290222049-0670623200,omid:br/06290222049,omid:br/0670623200
oci:06290222049-0640909168,omid:br/06290222049,omid:br/0640909168
oci:06290222049-061602038647,omid:br/06290222049,omid:br/061602038647
oci:06290222049-0690864517,omid:br/06290222049,omid:br/0690864517
oci:06290222049-0660118517,omid:br/06290222049,omid:br/0660118517
oci:06290221994-06301061415,omid:br/06290221994,omid:br/06301061415
oci:06290222034-06102787737,omid:br/06290222034,omid:br/06102787737
oci:06290222034-06140718023,omid:br/06290222034,omid:br/06140718023
