id,citing,cited,creation,timespan,journal_sc,author_sc
oci:06340355923-062502604751,omid:br/06340355923,omid:br/062502604751,2021-02-01,P1Y0M24D,no,no
oci:06350304015-06503038615,omid:br/06350304015,omid:br/06503038615,2019-06-01,P3Y2M,no,no
oci:06350304015-061201654585,omid:br/06350304015,omid:br/061201654585,2019-06-01,P0Y4M25D,no,no
oci:06350304049-062103011078,omid:br/06350304049,omid:br/062103011078,2018-10-01,P4Y9M9D,no,no
oci:06530168447-0690592809,omid:br/06530168447,omid:br/0690592809,2016,P0Y,no,no
oci:062204088546-06102458314,omid:br/062204088546,omid:br/06102458314,1981,P6Y,no,no
oci:062204088499-06701040758,omid:br/062204088499,omid:br/06701040758,1981,P6Y,no,no
oci:062204088535-06430300761,omid:br/062204088535,omid:br/06430300761,1981,P1Y,no,no
oci:062204088502-06370312728,omid:br/062204088502,omid:br/06370312728,1981,P2Y,no,no
oci:062204088502-06370312615,omid:br/062204088502,omid:br/06370312615,1981,P8Y,no,no
oci:062204088522-0604844696,omid:br/062204088522,omid:br/0604844696,1981,P5Y,no,no
oci:062204088522-061302035854,omid:br/062204088522,omid:br/061302035854,1981,P18Y,no,no
oci:062204088522-06404023611,omid:br/062204088522,omid:br/06404023611,1981,P15Y,no,no
oci:062204088522-0604844697,omid:br/062204088522,omid:br/0604844697,1981,P9Y,no,no
oci:06270277372-0604844683,omid:br/06270277372,omid:br/0604844683,1980,P6Y,no,no
oci:062204088490-0604846482,omid:br/062204088490,omid:br/0604846482,1981,P3Y,no,no
oci:062204088490-0604846481,omid:br/062204088490,omid:br/0604846481,1981,P9Y,no,no
oci:062204088490-0604844699,omid:br/062204088490,omid:br/0604844699,1981,P0Y,no,no
oci:06270277332-06701498922,omid:br/06270277332,omid:br/06701498922,1980,P11Y,no,no
oci:06270277387-06201313185,omid:br/06270277387,omid:br/06201313185,1980,P16Y,no,no
oci:06270277387-06370312137,omid:br/06270277387,omid:br/06370312137,1980,P5Y,no,no
oci:06270277387-06350303337,omid:br/06270277387,omid:br/06350303337,1980,P4Y,no,no
oci:062204088539-06360302502,omid:br/062204088539,omid:br/06360302502,1981,P0Y,no,no
oci:06270277350-06201349883,omid:br/06270277350,omid:br/06201349883,1980,P14Y,no,no
oci:06270277350-061103503302,omid:br/06270277350,omid:br/061103503302,1980,-P20Y,no,no
