id,citing,cited
oci:06504587186-06503761230,omid:br/06504587186,omid:br/06503761230
oci:06504587186-061801602599,omid:br/06504587186,omid:br/061801602599
oci:06504587186-061101003797,omid:br/06504587186,omid:br/061101003797
oci:06504587186-062303578548,omid:br/06504587186,omid:br/062303578548
oci:06504587186-061603598543,omid:br/06504587186,omid:br/061603598543
oci:06504587152-06503760909,omid:br/06504587152,omid:br/06503760909
oci:06504587152-0670256947,omid:br/06504587152,omid:br/0670256947
oci:06504587152-06160596031,omid:br/06504587152,omid:br/06160596031
oci:06504587152-064078329,omid:br/06504587152,omid:br/064078329
oci:06504587283-0670390229,omid:br/06504587283,omid:br/0670390229
oci:06504587172-06602609030,omid:br/06504587172,omid:br/06602609030
oci:06504587172-06204320576,omid:br/06504587172,omid:br/06204320576
oci:06504587172-06504587159,omid:br/06504587172,omid:br/06504587159
oci:06504587172-06220985666,omid:br/06504587172,omid:br/06220985666
oci:06504587172-06420146748,omid:br/06504587172,omid:br/06420146748
oci:06504587147-06504587133,omid:br/06504587147,omid:br/06504587133
oci:06504587139-06301760187,omid:br/06504587139,omid:br/06301760187
oci:06504587139-06602609163,omid:br/06504587139,omid:br/06602609163
oci:06504587139-06602609040,omid:br/06504587139,omid:br/06602609040
oci:06504587223-0640751260,omid:br/06504587223,omid:br/0640751260
oci:06504587161-062401952808,omid:br/06504587161,omid:br/062401952808
oci:06504587161-06602609016,omid:br/06504587161,omid:br/06602609016
oci:06504587161-06504587184,omid:br/06504587161,omid:br/06504587184
oci:06504587161-06701056262,omid:br/06504587161,omid:br/06701056262
oci:06504587161-06504587132,omid:br/06504587161,omid:br/06504587132
oci:06504587130-06602609016,omid:br/06504587130,omid:br/06602609016
oci:06504587130-06504587184,omid:br/06504587130,omid:br/06504587184
oci:06504587130-06504587132,omid:br/06504587130,omid:br/06504587132
oci:06504587195-0628054756,omid:br/06504587195,omid:br/0628054756
oci:06504587195-061403058209,omid:br/06504587195,omid:br/061403058209
oci:06504587195-061801488852,omid:br/06504587195,omid:br/061801488852
oci:06504587195-06602609156,omid:br/06504587195,omid:br/06602609156
oci:06504587195-06602609207,omid:br/06504587195,omid:br/06602609207
oci:06504587195-06602609105,omid:br/06504587195,omid:br/06602609105
oci:06504587164-0630871601,omid:br/06504587164,omid:br/0630871601
oci:06504587146-06602609229,omid:br/06504587146,omid:br/06602609229
oci:06504587189-06501013475,omid:br/06504587189,omid:br/06501013475
oci:06504587189-06501013382,omid:br/06504587189,omid:br/06501013382
oci:06504587171-0610363216,omid:br/06504587171,omid:br/0610363216
oci:06504587211-061101476328,omid:br/06504587211,omid:br/061101476328
