id,citing,cited,creation,timespan,journal_sc,author_sc
oci:06330255769-062401134746,omid:br/06330255769,omid:br/062401134746,2013-02-15,P1Y0M7D,no,no
oci:06330255890-06250721389,omid:br/06330255890,omid:br/06250721389,2016,P34Y,no,no
oci:06330255890-06210899686,omid:br/06330255890,omid:br/06210899686,2016,P17Y,no,no
oci:06330255890-06804623540,omid:br/06330255890,omid:br/06804623540,2016,P13Y,no,no
oci:06330255890-062401134699,omid:br/06330255890,omid:br/062401134699,2016,P4Y,no,no
oci:06320241461-06201195099,omid:br/06320241461,omid:br/06201195099,2015,P0Y,no,no
oci:06330255914-0650585517,omid:br/06330255914,omid:br/0650585517,2016,P7Y,no,no
oci:06330255656-062101180487,omid:br/06330255656,omid:br/062101180487,2015,P1Y,no,no
oci:06320241001-06220724032,omid:br/06320241001,omid:br/06220724032,2016,P4Y,no,no
oci:06330255898-06250796582,omid:br/06330255898,omid:br/06250796582,2016,P1Y,no,no
oci:06330255280-06501701553,omid:br/06330255280,omid:br/06501701553,2017,P1Y,no,no
oci:06330255280-062301351546,omid:br/06330255280,omid:br/062301351546,2017,P0Y,no,no
oci:06330255280-06240787320,omid:br/06330255280,omid:br/06240787320,2017,P0Y,no,no
oci:06330255280-06250796715,omid:br/06330255280,omid:br/06250796715,2017,P2Y,no,no
oci:06330255280-06250796278,omid:br/06330255280,omid:br/06250796278,2017,P1Y,no,no
oci:06330255505-06250796322,omid:br/06330255505,omid:br/06250796322,2017,P1Y,no,no
oci:06330336311-06250223435,omid:br/06330336311,omid:br/06250223435,2018-10-15,P2Y11M26D,no,no
oci:06320241802-062602640274,omid:br/06320241802,omid:br/062602640274,2020-07-15,P6Y1M16D,no,no
oci:06330255497-06603031444,omid:br/06330255497,omid:br/06603031444,2018,P1Y,no,no
oci:06330255497-06250796784,omid:br/06330255497,omid:br/06250796784,2018,P3Y,no,no
oci:06330255497-06190731011,omid:br/06330255497,omid:br/06190731011,2018,P1Y,no,no
oci:06330255473-062301155654,omid:br/06330255473,omid:br/062301155654,2018,P2Y,no,no
oci:06330255495-06250796357,omid:br/06330255495,omid:br/06250796357,2018,P2Y,no,no
oci:06330256112-06603031444,omid:br/06330256112,omid:br/06603031444,2020-01-15,P2Y9M3D,no,no
oci:06320241013-06160300041,omid:br/06320241013,omid:br/06160300041,2016,P1Y,no,no
oci:061903578788-0640571430,omid:br/061903578788,omid:br/0640571430,2019-11-15,P0Y1M8D,no,no
oci:06330256123-062301155666,omid:br/06330256123,omid:br/062301155666,2019-11-15,P3Y3M17D,no,no
oci:062604154163-062604154242,omid:br/062604154163,omid:br/062604154242,1989,P6Y,yes,no
oci:062604154397-061101665790,omid:br/062604154397,omid:br/061101665790,2016,P1Y,no,no
oci:062604154269-062401551005,omid:br/062604154269,omid:br/062401551005,2017,P7Y,no,no
oci:062604154269-0650343709,omid:br/062604154269,omid:br/0650343709,2017,P5Y,no,no
oci:062604154269-062401550777,omid:br/062604154269,omid:br/062401550777,2017,P35Y,no,no
oci:062604154269-0650343756,omid:br/062604154269,omid:br/0650343756,2017,P8Y,no,no
oci:062604154440-06401841147,omid:br/062604154440,omid:br/06401841147,2017,P37Y,no,no
oci:062604154380-06130105573,omid:br/062604154380,omid:br/06130105573,1992-02-15,P7Y8M,no,no
oci:062604154380-06140104500,omid:br/062604154380,omid:br/06140104500,1992-02-15,P2Y8M,no,no
oci:062604154268-06230645205,omid:br/062604154268,omid:br/06230645205,2017,P8Y,no,no
oci:062604154268-06201768061,omid:br/062604154268,omid:br/06201768061,2017,P4Y,no,no
oci:062604154422-062103858275,omid:br/062604154422,omid:br/062103858275,1992-02-15,P13Y11M,no,no
oci:062604154422-06401123241,omid:br/062604154422,omid:br/06401123241,1992-02-15,P12Y10M,no,no
oci:062604154422-062103304152,omid:br/062604154422,omid:br/062103304152,1992-02-15,P11Y8M,no,no
oci:062604154422-06190854311,omid:br/062604154422,omid:br/06190854311,1992-02-15,P14Y3M,no,no
oci:062604154422-061703687125,omid:br/062604154422,omid:br/061703687125,1992-02-15,P5Y1M,no,no
oci:062604154422-06190854082,omid:br/062604154422,omid:br/06190854082,1992-02-15,P11Y,no,no
oci:062604154422-06190853847,omid:br/062604154422,omid:br/06190853847,1992-02-15,P14Y,no,no
oci:062604154422-0641031520,omid:br/062604154422,omid:br/0641031520,1992-02-15,P6Y4M,no,no
oci:062604154422-061301373073,omid:br/062604154422,omid:br/061301373073,1992-02-15,P6Y9M14D,no,no
oci:062604154422-062203877432,omid:br/062604154422,omid:br/062203877432,1992-02-15,P5Y8M,no,no
oci:062604154422-06230490316,omid:br/062604154422,omid:br/06230490316,1992-02-15,P20Y11M27D,no,no
oci:062604154422-06180487966,omid:br/062604154422,omid:br/06180487966,1992-02-15,P15Y11M10D,no,no
oci:062604154263-06801683691,omid:br/062604154263,omid:br/06801683691,2017,P9Y,no,no
oci:062604154265-06801683101,omid:br/062604154265,omid:br/06801683101,2017,P43Y,no,no
oci:062604154234-06190922299,omid:br/062604154234,omid:br/06190922299,1981,P6Y,no,no
oci:062604154175-06190922658,omid:br/062604154175,omid:br/06190922658,1981,P11Y,no,no
oci:062604154245-062604154169,omid:br/062604154245,omid:br/062604154169,1986,P3Y,yes,no
oci:062604154458-062201249229,omid:br/062604154458,omid:br/062201249229,2015,P6Y,no,no
oci:062604154435-062101189065,omid:br/062604154435,omid:br/062101189065,2016,P8Y,no,no
oci:062604154435-062201629162,omid:br/062604154435,omid:br/062201629162,2016,P8Y,no,no
oci:062604154435-061902763346,omid:br/062604154435,omid:br/061902763346,2016,P5Y,no,no
oci:062604154435-06501438348,omid:br/062604154435,omid:br/06501438348,2016,P4Y,no,no
oci:062604154435-061101272580,omid:br/062604154435,omid:br/061101272580,2016,P2Y,no,no
oci:062604154435-06801197771,omid:br/062604154435,omid:br/06801197771,2016,P3Y,no,no
oci:062604154208-06190922328,omid:br/062604154208,omid:br/06190922328,1982,P18Y,no,no
oci:062604154228-06190922826,omid:br/062604154228,omid:br/06190922826,1982,P18Y,no,no
oci:062604154283-06220780070,omid:br/062604154283,omid:br/06220780070,2019-01-25,P23Y7M,no,no
oci:062604154283-0680323455,omid:br/062604154283,omid:br/0680323455,2019-01-25,P8Y7M,no,no
oci:062604154239-061804127865,omid:br/062604154239,omid:br/061804127865,1985,,no,no
oci:062604154374-06904079863,omid:br/062604154374,omid:br/06904079863,2018-07-25,P5Y,no,no
oci:062604154363-062604154276,omid:br/062604154363,omid:br/062604154276,2019-01-25,P2Y,yes,no
oci:062604154375-061502094943,omid:br/062604154375,omid:br/061502094943,2019-01-25,P11Y1M,no,no
oci:062604154375-06230103622,omid:br/062604154375,omid:br/06230103622,2019-01-25,P20Y4M24D,no,no
oci:062604154313-06904182756,omid:br/062604154313,omid:br/06904182756,2019-01-25,P12Y,no,no
oci:06490287957-062601094992,omid:br/06490287957,omid:br/062601094992,2015,P0Y,no,no
oci:06490288672-0630301175,omid:br/06490288672,omid:br/0630301175,2019-01-31,P4Y3M0D,no,no
oci:06490287937-06170402990,omid:br/06490287937,omid:br/06170402990,2015,P3Y,no,no
oci:06490287937-06130576834,omid:br/06490287937,omid:br/06130576834,2015,P5Y,no,no
oci:06470244155-061301414960,omid:br/06470244155,omid:br/061301414960,1994,P10Y,no,no
oci:06470244155-06530282244,omid:br/06470244155,omid:br/06530282244,1994,P13Y,no,no
oci:06470244155-0604838459,omid:br/06470244155,omid:br/0604838459,1994,P8Y,no,no
oci:06470244177-0610266927,omid:br/06470244177,omid:br/0610266927,1994,P1Y,no,no
oci:06460242972-0660649233,omid:br/06460242972,omid:br/0660649233,1995,P1Y,no,no
oci:06460242972-061203977788,omid:br/06460242972,omid:br/061203977788,1995,,no,no
oci:06470244137-062102210591,omid:br/06470244137,omid:br/062102210591,1994,P1Y,no,no
oci:06470244137-06250806610,omid:br/06470244137,omid:br/06250806610,1994,P2Y,no,no
oci:06470244144-06301178724,omid:br/06470244144,omid:br/06301178724,1994,P1Y,no,no
oci:06470244141-0690859294,omid:br/06470244141,omid:br/0690859294,1994,P1Y,no,no
oci:06470244163-06404536248,omid:br/06470244163,omid:br/06404536248,1994,P1Y,no,no
oci:06520245841-061301415157,omid:br/06520245841,omid:br/061301415157,1994,P4Y,no,no
oci:06530252675-062304139948,omid:br/06530252675,omid:br/062304139948,1995,P2Y,no,no
oci:06530252675-0604838404,omid:br/06530252675,omid:br/0604838404,1995,P1Y,no,no
oci:06470244164-061301415505,omid:br/06470244164,omid:br/061301415505,1994,P0Y,no,no
oci:06470244164-06404536203,omid:br/06470244164,omid:br/06404536203,1994,P0Y,no,no
