id,citing,cited,creation,timespan,journal_sc,author_sc
oci:061204039886-06302607121,omid:br/061204039886,omid:br/06302607121,2011,P12Y,no,no
oci:061204039907-061702818632,omid:br/061204039907,omid:br/061702818632,2010,P5Y,no,no
oci:061204039907-06140279802,omid:br/061204039907,omid:br/06140279802,2010,P4Y,no,no
oci:061204039907-06110288486,omid:br/061204039907,omid:br/06110288486,2010,P3Y,no,no
oci:061204039945-061504081516,omid:br/061204039945,omid:br/061504081516,2011,P1Y,yes,no
oci:061204039945-0647029672,omid:br/061204039945,omid:br/0647029672,2011,P1Y,no,no
oci:061204039945-062503114129,omid:br/061204039945,omid:br/062503114129,2011,P7Y,no,no
oci:061204039864-06802380103,omid:br/061204039864,omid:br/06802380103,2011,P34Y,no,no
oci:061204039864-061401265928,omid:br/061204039864,omid:br/061401265928,2011,P15Y,no,no
oci:061204039864-061501284020,omid:br/061204039864,omid:br/061501284020,2011,P10Y,no,no
oci:061204039864-061401265625,omid:br/061204039864,omid:br/061401265625,2011,P11Y,no,no
oci:061204039864-061901948561,omid:br/061204039864,omid:br/061901948561,2011,P23Y,no,no
oci:061204039864-062501942639,omid:br/061204039864,omid:br/062501942639,2011,P26Y,no,no
oci:061204039864-06180276129,omid:br/061204039864,omid:br/06180276129,2011,P19Y,no,no
oci:061204039860-061401265751,omid:br/061204039860,omid:br/061401265751,2011,P9Y,no,no
oci:0604694816-06702367910,omid:br/0604694816,omid:br/06702367910,2011,P35Y,no,no
oci:061204039863-061401265614,omid:br/061204039863,omid:br/061401265614,2011,P8Y,no,no
oci:061204039863-061401266088,omid:br/061204039863,omid:br/061401266088,2011,P8Y,no,no
oci:061204039863-061401265651,omid:br/061204039863,omid:br/061401265651,2011,P8Y,no,no
oci:061204039863-061401265929,omid:br/061204039863,omid:br/061401265929,2011,P11Y,no,no
oci:061204039863-061401265747,omid:br/061204039863,omid:br/061401265747,2011,P10Y,no,no
oci:061204039863-061401265772,omid:br/061204039863,omid:br/061401265772,2011,P8Y,no,no
oci:061204039863-06520352033,omid:br/061204039863,omid:br/06520352033,2011,,no,no
oci:0604694858-0604845459,omid:br/0604694858,omid:br/0604845459,2011,P34Y,no,no
oci:0604694858-0640278527,omid:br/0604694858,omid:br/0640278527,2011,P27Y,no,no
oci:0604694858-0604845460,omid:br/0604694858,omid:br/0604845460,2011,P29Y,no,no
oci:0604694858-06280256772,omid:br/0604694858,omid:br/06280256772,2011,,no,no
oci:0604694791-0604274882,omid:br/0604694791,omid:br/0604274882,2011,,no,no
oci:0604694791-0640278083,omid:br/0604694791,omid:br/0640278083,2011,P35Y,no,no
oci:0604694791-0640278538,omid:br/0604694791,omid:br/0640278538,2011,P33Y,no,no
oci:0604694838-061501284571,omid:br/0604694838,omid:br/061501284571,2011,P5Y,no,no
oci:0604694838-06210799344,omid:br/0604694838,omid:br/06210799344,2011,P9Y,no,no
oci:061204039950-06170224453,omid:br/061204039950,omid:br/06170224453,2011,P77Y,no,no
oci:061204039950-06190632083,omid:br/061204039950,omid:br/06190632083,2011,P10Y,no,no
oci:061204039950-06903525763,omid:br/061204039950,omid:br/06903525763,2011,P12Y,no,no
oci:061204039950-06301253032,omid:br/061204039950,omid:br/06301253032,2011,P18Y,no,no
oci:061204039950-06103467664,omid:br/061204039950,omid:br/06103467664,2011,P7Y,no,no
oci:061204039950-06120482194,omid:br/061204039950,omid:br/06120482194,2011,P7Y,no,no
oci:061204039950-06170349272,omid:br/061204039950,omid:br/06170349272,2011,P6Y,no,no
oci:061204039950-061201387583,omid:br/061204039950,omid:br/061201387583,2011,P11Y,no,no
oci:061204039950-061401989885,omid:br/061204039950,omid:br/061401989885,2011,P4Y,no,no
oci:061204039950-06180167151,omid:br/061204039950,omid:br/06180167151,2011,P7Y,no,no
oci:061504081575-06160285073,omid:br/061504081575,omid:br/06160285073,2009,P4Y,no,no
oci:0604694823-06301768774,omid:br/0604694823,omid:br/06301768774,2012,P39Y,no,no
oci:061204039901-0670365384,omid:br/061204039901,omid:br/0670365384,2011,P7Y,no,no
oci:061204039882-0604374972,omid:br/061204039882,omid:br/0604374972,2011,P61Y,no,no
oci:06310445015-06601192791,omid:br/06310445015,omid:br/06601192791,,,no,no
oci:06310445015-062503739169,omid:br/06310445015,omid:br/062503739169,,,no,no
oci:06310445015-062202415088,omid:br/06310445015,omid:br/062202415088,,,no,no
oci:06310445015-06220603479,omid:br/06310445015,omid:br/06220603479,,,no,no
oci:06310445015-0670184847,omid:br/06310445015,omid:br/0670184847,,,no,no
oci:06310445015-06390112059,omid:br/06310445015,omid:br/06390112059,,,no,no
oci:06310445015-061503704143,omid:br/06310445015,omid:br/061503704143,,,no,no
oci:06310445015-061803137481,omid:br/06310445015,omid:br/061803137481,,,no,no
oci:06310445015-06190420403,omid:br/06310445015,omid:br/06190420403,,,no,no
oci:06310445015-0680197807,omid:br/06310445015,omid:br/0680197807,,,no,no
oci:061504081548-061203496051,omid:br/061504081548,omid:br/061203496051,2009,P11Y,no,no
oci:061504081548-06230272909,omid:br/061504081548,omid:br/06230272909,2009,P16Y,no,no
oci:061204039870-06260953974,omid:br/061204039870,omid:br/06260953974,2011,P2Y,no,no
oci:061204039936-06170120578,omid:br/061204039936,omid:br/06170120578,2011,P15Y,no,no
oci:061204039936-061504081546,omid:br/061204039936,omid:br/061504081546,2011,P2Y,yes,no
oci:061204039936-061504081526,omid:br/061204039936,omid:br/061504081526,2011,P2Y,yes,no
oci:061204039857-06160488597,omid:br/061204039857,omid:br/06160488597,2011,P9Y,no,no
oci:061204039857-06520352032,omid:br/061204039857,omid:br/06520352032,2011,,no,no
oci:06290160992-061602464519,omid:br/06290160992,omid:br/061602464519,2012,P0Y,no,no
oci:061204039889-061301839067,omid:br/061204039889,omid:br/061301839067,2011,P14Y,no,no
oci:061204039889-06101762062,omid:br/061204039889,omid:br/06101762062,2011,P10Y,no,no
oci:061204039877-062101839396,omid:br/061204039877,omid:br/062101839396,2011,P7Y,no,no
oci:061204039911-061504081557,omid:br/061204039911,omid:br/061504081557,2011,P1Y,yes,no
oci:061204039911-061204039921,omid:br/061204039911,omid:br/061204039921,2011,P0Y,yes,no
oci:061504081518-0640743121,omid:br/061504081518,omid:br/0640743121,2009,P17Y,no,no
oci:061504081518-062402412948,omid:br/061504081518,omid:br/062402412948,2009,P1Y,no,no
oci:061504081518-062503128577,omid:br/061504081518,omid:br/062503128577,2009,P4Y,no,no
oci:061504081518-06102852630,omid:br/061504081518,omid:br/06102852630,2009,P10Y,no,no
oci:061504081534-06130473597,omid:br/061504081534,omid:br/06130473597,2009,P16Y,no,no
oci:061204039925-06203306780,omid:br/061204039925,omid:br/06203306780,2011,P2Y,no,no
oci:061204039862-0640743392,omid:br/061204039862,omid:br/0640743392,2011,P20Y,no,no
oci:061204039862-062501882405,omid:br/061204039862,omid:br/062501882405,2011,P4Y,no,no
oci:061204039862-06202839938,omid:br/061204039862,omid:br/06202839938,2011,P9Y,no,no
oci:061204039862-062202787133,omid:br/061204039862,omid:br/062202787133,2011,P2Y,no,no
oci:061204039862-062401876431,omid:br/061204039862,omid:br/062401876431,2011,P2Y,no,no
oci:061204039862-062402413174,omid:br/061204039862,omid:br/062402413174,2011,P3Y,no,no
oci:061204039885-0647029672,omid:br/061204039885,omid:br/0647029672,2011,P1Y,no,no
oci:06403987167-061201452959,omid:br/06403987167,omid:br/061201452959,2011,P0Y,no,no
oci:06403987167-062203568655,omid:br/06403987167,omid:br/062203568655,2011,,no,no
