id,citing,cited,creation,timespan,journal_sc,author_sc
oci:06604509015-061502620722,omid:br/06604509015,omid:br/061502620722,2020-04-20,P2Y4M30D,no,no
oci:06604508980-06403727541,omid:br/06604508980,omid:br/06403727541,2018-04-30,P1Y5M6D,no,no
oci:06530246820-06501291796,omid:br/06530246820,omid:br/06501291796,2016,P5Y,no,no
oci:061404008221-061501316302,omid:br/061404008221,omid:br/061501316302,2001-03-01,P2Y7M,no,no
oci:061404008221-061703511820,omid:br/061404008221,omid:br/061703511820,2001-03-01,P1Y10M27D,no,no
oci:0604313093-0610926289,omid:br/0604313093,omid:br/0610926289,2000-09-01,P2Y,no,no
oci:0604313113-06202269696,omid:br/0604313113,omid:br/06202269696,2000-09-01,P5Y8M,no,no
oci:0604313113-061602186297,omid:br/0604313113,omid:br/061602186297,2000-09-01,P14Y7M,no,no
oci:0604313113-0660937940,omid:br/0604313113,omid:br/0660937940,2000-09-01,P8Y0M,no,no
oci:0604313118-062301125130,omid:br/0604313118,omid:br/062301125130,2000-09-01,P14Y1M,no,no
oci:0604313108-061903681316,omid:br/0604313108,omid:br/061903681316,2000-09-01,P3Y5M,no,no
oci:0604313108-061501316302,omid:br/0604313108,omid:br/061501316302,2000-09-01,P2Y1M,no,no
oci:0604313181-06403480222,omid:br/0604313181,omid:br/06403480222,2000-09-01,P8Y2M17D,no,no
oci:0604313181-06503482178,omid:br/0604313181,omid:br/06503482178,2000-09-01,P2Y5M29D,no,no
oci:0604313101-06204116074,omid:br/0604313101,omid:br/06204116074,2000-09-01,P6Y,no,no
oci:06530135784-06240213265,omid:br/06530135784,omid:br/06240213265,2000-09-01,P0Y,no,no
oci:0604313149-0660765263,omid:br/0604313149,omid:br/0660765263,2000-03-01,P15Y,no,no
oci:0604313171-0660359084,omid:br/0604313171,omid:br/0660359084,2001-03-01,P12Y9M,no,no
oci:061303992678-061501674864,omid:br/061303992678,omid:br/061501674864,2006-03-01,P9Y1M,no,no
oci:061303992678-062102430537,omid:br/061303992678,omid:br/062102430537,2006-03-01,P6Y,no,no
oci:061303992678-064101223,omid:br/061303992678,omid:br/064101223,2006-03-01,P4Y4M,no,no
oci:061404007778-06130828002,omid:br/061404007778,omid:br/06130828002,2010-03-01,P2Y4M20D,no,no
oci:061204015979-06260678880,omid:br/061204015979,omid:br/06260678880,2006-03-01,P10Y6M,no,no
oci:061303992699-061802414945,omid:br/061303992699,omid:br/061802414945,2006-03-01,P1Y2M,no,no
oci:061303992699-061602135830,omid:br/061303992699,omid:br/061602135830,2006-03-01,P10Y4M0D,no,no
oci:061303992699-062602148444,omid:br/061303992699,omid:br/062602148444,2006-03-01,P1Y3M7D,no,no
oci:061204015699-061903595022,omid:br/061204015699,omid:br/061903595022,2016,P3Y,no,no
oci:061204015699-06701056496,omid:br/061204015699,omid:br/06701056496,2016,P7Y,no,no
oci:061204015699-06510361289,omid:br/061204015699,omid:br/06510361289,2016,,no,no
oci:061204015699-06101093900,omid:br/061204015699,omid:br/06101093900,2016,P14Y,no,no
oci:06903598180-0647018419,omid:br/06903598180,omid:br/0647018419,2016,P3Y,no,no
oci:06903598180-06503128477,omid:br/06903598180,omid:br/06503128477,2016,P1Y,no,no
oci:06903598180-06503128412,omid:br/06903598180,omid:br/06503128412,2016,P0Y,no,no
oci:061303993391-0610148505,omid:br/061303993391,omid:br/0610148505,2017,P10Y,no,no
oci:061303993391-06110852854,omid:br/061303993391,omid:br/06110852854,2017,P7Y,no,no
oci:061303993391-0630503035,omid:br/061303993391,omid:br/0630503035,2017,P30Y,no,no
oci:061303993391-0620503642,omid:br/061303993391,omid:br/0620503642,2017,P29Y,no,no
oci:061303993463-061404007963,omid:br/061303993463,omid:br/061404007963,2019-03-01,P12Y0M0D,yes,no
oci:061303993463-061404008004,omid:br/061303993463,omid:br/061404008004,2019-03-01,P11Y6M0D,yes,no
oci:061303993463-061703578910,omid:br/061303993463,omid:br/061703578910,2019-03-01,P9Y6M0D,yes,no
oci:061303993463-062303567730,omid:br/061303993463,omid:br/062303567730,2019-03-01,P9Y0M0D,yes,no
oci:061303993463-062303979387,omid:br/061303993463,omid:br/062303979387,2019-03-01,P9Y0M0D,yes,no
oci:061303993463-061204015449,omid:br/061303993463,omid:br/061204015449,2019-03-01,P7Y0M0D,yes,no
oci:061303993463-061303993268,omid:br/061303993463,omid:br/061303993268,2019-03-01,P6Y6M0D,yes,no
oci:061303993463-061404008036,omid:br/061303993463,omid:br/061404008036,2019-03-01,P12Y0M0D,yes,no
oci:061303993463-06480232837,omid:br/061303993463,omid:br/06480232837,2019-03-01,P12Y,no,no
