id,citing,cited
oci:061303983734-061303972187,omid:br/061303983734,omid:br/061303972187
oci:061303983700-06180443924,omid:br/061303983700,omid:br/06180443924
oci:061303983754-06220781271,omid:br/061303983754,omid:br/06220781271
oci:061303983754-0630440826,omid:br/061303983754,omid:br/0630440826
oci:061303983754-0650503468,omid:br/061303983754,omid:br/0650503468
oci:061303983756-0630498317,omid:br/061303983756,omid:br/0630498317
oci:061303983756-06101035933,omid:br/061303983756,omid:br/06101035933
oci:061303983756-061203712372,omid:br/061303983756,omid:br/061203712372
oci:061303983699-0690760739,omid:br/061303983699,omid:br/0690760739
oci:06440263823-062501150742,omid:br/06440263823,omid:br/062501150742
oci:061204006297-0640259801,omid:br/061204006297,omid:br/0640259801
oci:061204006279-0630746433,omid:br/061204006279,omid:br/0630746433
oci:06320224305-0670276509,omid:br/06320224305,omid:br/0670276509
oci:06303990561-06160943774,omid:br/06303990561,omid:br/06160943774
oci:06320224329-0604831562,omid:br/06320224329,omid:br/0604831562
oci:06320224329-061801678587,omid:br/06320224329,omid:br/061801678587
oci:06320224329-06902767397,omid:br/06320224329,omid:br/06902767397
oci:06320224329-0604831563,omid:br/06320224329,omid:br/0604831563
oci:06320224364-0690508856,omid:br/06320224364,omid:br/0690508856
oci:06320224364-0650502950,omid:br/06320224364,omid:br/0650502950
oci:06320224364-06230785243,omid:br/06320224364,omid:br/06230785243
oci:06320224364-06240770063,omid:br/06320224364,omid:br/06240770063
oci:062604083270-0604831578,omid:br/062604083270,omid:br/0604831578
oci:062604083270-062202196106,omid:br/062604083270,omid:br/062202196106
oci:062604083270-062202196038,omid:br/062604083270,omid:br/062202196038
oci:062604083270-062202196281,omid:br/062604083270,omid:br/062202196281
oci:062604083217-06503953491,omid:br/062604083217,omid:br/06503953491
oci:062604083217-0604837682,omid:br/062604083217,omid:br/0604837682
oci:062604083217-061901401187,omid:br/062604083217,omid:br/061901401187
oci:062604083217-061802882992,omid:br/062604083217,omid:br/061802882992
oci:062604083217-0630575066,omid:br/062604083217,omid:br/0630575066
oci:062604083217-062302218679,omid:br/062604083217,omid:br/062302218679
oci:062604083217-06350356903,omid:br/062604083217,omid:br/06350356903
oci:062604083217-0604831595,omid:br/062604083217,omid:br/0604831595
oci:062604083217-0604831596,omid:br/062604083217,omid:br/0604831596
oci:062604083217-0604831584,omid:br/062604083217,omid:br/0604831584
oci:062604083217-0604831583,omid:br/062604083217,omid:br/0604831583
oci:062604083217-0604831585,omid:br/062604083217,omid:br/0604831585
oci:062604083217-0690350631,omid:br/062604083217,omid:br/0690350631
oci:062604083246-06470237581,omid:br/062604083246,omid:br/06470237581
oci:062604083246-0650502950,omid:br/062604083246,omid:br/0650502950
