id,citing,cited,creation,timespan,journal_sc,author_sc
oci:061904100294-062101088666,omid:br/061904100294,omid:br/062101088666,2008,P0Y,no,no
oci:062104092809-0638052370,omid:br/062104092809,omid:br/0638052370,2006,P3Y,no,no
oci:062104092809-0604270335,omid:br/062104092809,omid:br/0604270335,2006,P1Y,no,no
oci:061904100496-06240450068,omid:br/061904100496,omid:br/06240450068,1998,P9Y,no,no
oci:0604665160-0604665197,omid:br/0604665160,omid:br/0604665197,2004,P1Y,yes,no
oci:061904100333-062303296696,omid:br/061904100333,omid:br/062303296696,2010,P4Y,no,no
oci:061904100333-06370314374,omid:br/061904100333,omid:br/06370314374,2010,P1Y,no,no
oci:061904100333-0660950946,omid:br/061904100333,omid:br/0660950946,2010,P11Y,no,no
oci:061904100333-061603592026,omid:br/061904100333,omid:br/061603592026,2010,P5Y,no,no
oci:061904100367-06190458886,omid:br/061904100367,omid:br/06190458886,2010,P20Y,no,no
oci:061904100367-061203480059,omid:br/061904100367,omid:br/061203480059,2010,P13Y,no,no
oci:061904100367-061304013269,omid:br/061904100367,omid:br/061304013269,2010,P7Y,no,no
oci:061904100290-0604665172,omid:br/061904100290,omid:br/0604665172,2008,P5Y,yes,no
oci:061904100290-0604831766,omid:br/061904100290,omid:br/0604831766,2008,P0Y,no,no
oci:061904100290-061904100471,omid:br/061904100290,omid:br/061904100471,2008,P2Y,yes,no
oci:062104092698-062104093158,omid:br/062104092698,omid:br/062104093158,1998,P4Y,yes,no
oci:061904100410-062104093177,omid:br/061904100410,omid:br/062104093177,2006,P14Y,yes,no
oci:0604665250-0604665172,omid:br/0604665250,omid:br/0604665172,2004,P1Y,yes,no
oci:0604665250-0604665224,omid:br/0604665250,omid:br/0604665224,2004,P1Y,yes,no
oci:0604665250-0604665233,omid:br/0604665250,omid:br/0604665233,2004,P1Y,yes,no
oci:062104092759-061904100552,omid:br/062104092759,omid:br/061904100552,2006,P7Y,yes,no
oci:061904100312-06240450639,omid:br/061904100312,omid:br/06240450639,2008,P4Y,no,no
oci:061904100345-062104092760,omid:br/061904100345,omid:br/062104092760,2010,P2Y,yes,no
oci:061703582786-06110343769,omid:br/061703582786,omid:br/06110343769,2006,P16Y,no,no
oci:061703582786-06110343653,omid:br/061703582786,omid:br/06110343653,2006,P17Y,no,no
oci:061703582786-06603987203,omid:br/061703582786,omid:br/06603987203,2006,,no,no
oci:061703582786-062104092809,omid:br/061703582786,omid:br/062104092809,2006,P0Y,yes,no
oci:061904100317-0670751411,omid:br/061904100317,omid:br/0670751411,2008,P5Y,no,no
oci:061904100317-06230653944,omid:br/061904100317,omid:br/06230653944,2008,P14Y,no,no
oci:061904100317-0670259115,omid:br/061904100317,omid:br/0670259115,2008,P16Y,no,no
oci:061904100512-061303972713,omid:br/061904100512,omid:br/061303972713,1998,P8Y,no,no
oci:061904100512-061503983334,omid:br/061904100512,omid:br/061503983334,1998,P9Y,no,no
oci:061904100512-062104093123,omid:br/061904100512,omid:br/062104093123,1998,P4Y,yes,no
oci:061904100512-061503983280,omid:br/061904100512,omid:br/061503983280,1998,P6Y,no,no
oci:061904100512-061303972898,omid:br/061904100512,omid:br/061303972898,1998,P15Y,no,no
oci:061904100512-061403982408,omid:br/061904100512,omid:br/061403982408,1998,P5Y,no,no
oci:061904100512-061303972681,omid:br/061904100512,omid:br/061303972681,1998,P8Y,no,no
oci:061904100512-061703997111,omid:br/061904100512,omid:br/061703997111,1998,P3Y,no,no
oci:061904100331-0639029202,omid:br/061904100331,omid:br/0639029202,2010,P60Y,no,no
oci:061904100488-0630488288,omid:br/061904100488,omid:br/0630488288,1998,P17Y,no,no
oci:061904100488-06802571964,omid:br/061904100488,omid:br/06802571964,1998,P16Y,no,no
oci:061904100488-06130479184,omid:br/061904100488,omid:br/06130479184,1998,P18Y,no,no
oci:061904100488-061303631120,omid:br/061904100488,omid:br/061303631120,1998,P11Y,no,no
oci:061904100488-061303631099,omid:br/061904100488,omid:br/061303631099,1998,P9Y,no,no
oci:0604665211-0604665233,omid:br/0604665211,omid:br/0604665233,2004,P1Y,yes,no
oci:0604665211-0604665165,omid:br/0604665211,omid:br/0604665165,2004,P1Y,yes,no
oci:061904100471-06501063613,omid:br/061904100471,omid:br/06501063613,2006,P13Y,no,no
oci:061904100471-061401577549,omid:br/061904100471,omid:br/061401577549,2006,P34Y,no,no
oci:061904100471-061303576716,omid:br/061904100471,omid:br/061303576716,2006,P5Y,yes,no
oci:061904100320-061904100292,omid:br/061904100320,omid:br/061904100292,2010,P1Y,yes,no
oci:0604665212-062104092692,omid:br/0604665212,omid:br/062104092692,2004,P6Y,yes,no
oci:0604665212-061904100125,omid:br/0604665212,omid:br/061904100125,2004,P4Y,yes,no
oci:061904100413-06220483433,omid:br/061904100413,omid:br/06220483433,2006,P3Y,no,no
oci:061904100413-0604665197,omid:br/061904100413,omid:br/0604665197,2006,P3Y,yes,no
oci:061904100413-061303576716,omid:br/061904100413,omid:br/061303576716,2006,P5Y,yes,no
oci:0604665196-062104093163,omid:br/0604665196,omid:br/062104093163,2004,P12Y,yes,no
oci:0604665196-061904100117,omid:br/0604665196,omid:br/061904100117,2004,P2Y,yes,no
oci:061904100437-061904100418,omid:br/061904100437,omid:br/061904100418,2006,P1Y,yes,no
oci:061904100344-0680487982,omid:br/061904100344,omid:br/0680487982,2010,P5Y,no,no
oci:061904100344-06110486701,omid:br/061904100344,omid:br/06110486701,2010,P13Y,no,no
oci:061904100344-06403299868,omid:br/061904100344,omid:br/06403299868,2010,P8Y,no,no
oci:0604665184-0660339243,omid:br/0604665184,omid:br/0660339243,2004,P20Y,no,no
oci:061904100445-0620756605,omid:br/061904100445,omid:br/0620756605,2006,P6Y,no,no
oci:061904100445-06501194377,omid:br/061904100445,omid:br/06501194377,2006,P8Y,no,no
oci:061904100445-06230492703,omid:br/061904100445,omid:br/06230492703,2006,P5Y,no,no
oci:061904100445-06903141067,omid:br/061904100445,omid:br/06903141067,2006,P10Y,no,no
oci:061904100445-06903141226,omid:br/061904100445,omid:br/06903141226,2006,P1Y,no,no
oci:061904100445-0604665224,omid:br/061904100445,omid:br/0604665224,2006,P3Y,yes,no
oci:061904100445-0604665233,omid:br/061904100445,omid:br/0604665233,2006,P3Y,yes,no
oci:061904100445-0604665165,omid:br/061904100445,omid:br/0604665165,2006,P3Y,yes,no
oci:062104092730-0604665224,omid:br/062104092730,omid:br/0604665224,2007,P4Y,yes,no
oci:062104092730-0604665165,omid:br/062104092730,omid:br/0604665165,2007,P4Y,yes,no
oci:061904100501-062503320900,omid:br/061904100501,omid:br/062503320900,1998,P13Y,no,no
oci:061904100366-0604665224,omid:br/061904100366,omid:br/0604665224,2010,P7Y,yes,no
oci:061904100366-062104092738,omid:br/061904100366,omid:br/062104092738,2010,P3Y,yes,no
oci:061904100366-0604665250,omid:br/061904100366,omid:br/0604665250,2010,P6Y,yes,no
oci:061904100374-0604665203,omid:br/061904100374,omid:br/0604665203,2010,P8Y,yes,no
oci:061904100444-061904100454,omid:br/061904100444,omid:br/061904100454,2006,P1Y,yes,no
oci:062104092757-0604665179,omid:br/062104092757,omid:br/0604665179,2007,P3Y,yes,no
oci:062104092692-06702469861,omid:br/062104092692,omid:br/06702469861,1998,P16Y,no,no
oci:062104092692-06702469825,omid:br/062104092692,omid:br/06702469825,1998,P15Y,no,no
oci:062104092692-06702469771,omid:br/062104092692,omid:br/06702469771,1998,P7Y,no,no
oci:062104092692-06702469447,omid:br/062104092692,omid:br/06702469447,1998,P15Y,no,no
oci:062104092692-06401417574,omid:br/062104092692,omid:br/06401417574,1998,P11Y,no,no
oci:062104092692-06401417979,omid:br/062104092692,omid:br/06401417979,1998,P6Y,no,no
oci:062104092692-061904099914,omid:br/062104092692,omid:br/061904099914,1998,P7Y,yes,no
oci:062104092692-061904099850,omid:br/062104092692,omid:br/061904099850,1998,P11Y,yes,no
oci:0604665195-061904100555,omid:br/0604665195,omid:br/061904100555,2004,P6Y,yes,no
oci:0604665195-062104092699,omid:br/0604665195,omid:br/062104092699,2004,P5Y,yes,no
oci:061904100336-06120410415,omid:br/061904100336,omid:br/06120410415,2008,P1Y,no,no
oci:061904100336-06120410596,omid:br/061904100336,omid:br/06120410596,2008,P10Y,no,no
oci:061904100336-062401071801,omid:br/061904100336,omid:br/062401071801,2008,P0Y,no,no
oci:061904100336-062101088774,omid:br/061904100336,omid:br/062101088774,2008,P1Y,no,no
oci:062104092802-06240449814,omid:br/062104092802,omid:br/06240449814,2007,P2Y,no,no
oci:062104092802-061902432059,omid:br/062104092802,omid:br/061902432059,2007,P25Y,no,no
oci:062104092802-06240449853,omid:br/062104092802,omid:br/06240449853,2007,P2Y,no,no
oci:061904100337-061904100094,omid:br/061904100337,omid:br/061904100094,2008,P6Y,yes,no
oci:061904100337-061904100389,omid:br/061904100337,omid:br/061904100389,2008,P2Y,yes,no
oci:061904100337-061904100111,omid:br/061904100337,omid:br/061904100111,2008,P6Y,yes,no
oci:061904100337-061904100117,omid:br/061904100337,omid:br/061904100117,2008,P6Y,yes,no
oci:061904100337-0604665249,omid:br/061904100337,omid:br/0604665249,2008,P5Y,yes,no
oci:061904100436-0604665216,omid:br/061904100436,omid:br/0604665216,2006,P2Y,yes,no
oci:0604665199-061301527585,omid:br/0604665199,omid:br/061301527585,2004,P6Y,no,no
oci:062104092788-0604413442,omid:br/062104092788,omid:br/0604413442,2007,P12Y,yes,no
oci:061904100381-0604665247,omid:br/061904100381,omid:br/0604665247,2008,P5Y,yes,no
oci:061904100381-0604665224,omid:br/061904100381,omid:br/0604665224,2008,P5Y,yes,no
oci:061904100381-0604665233,omid:br/061904100381,omid:br/0604665233,2008,P5Y,yes,no
oci:061904100381-0604665250,omid:br/061904100381,omid:br/0604665250,2008,P4Y,yes,no
oci:061904100309-062104092717,omid:br/061904100309,omid:br/062104092717,2010,P3Y,yes,no
oci:061904100309-061303576716,omid:br/061904100309,omid:br/061303576716,2010,P9Y,yes,no
oci:061904100309-061904100471,omid:br/061904100309,omid:br/061904100471,2010,P4Y,yes,no
oci:061904100309-061904100386,omid:br/061904100309,omid:br/061904100386,2010,P2Y,yes,no
oci:061904100546-062104093200,omid:br/061904100546,omid:br/062104093200,1998,P5Y,yes,no
oci:061904100546-061904099793,omid:br/061904100546,omid:br/061904099793,1998,P12Y,yes,no
oci:0604665219-06220646622,omid:br/0604665219,omid:br/06220646622,2004,P13Y,no,no
oci:061904100353-06240450133,omid:br/061904100353,omid:br/06240450133,2008,P40Y,no,no
oci:061904100420-062101088624,omid:br/061904100420,omid:br/062101088624,2006,P1Y,no,no
oci:0604665228-06240450068,omid:br/0604665228,omid:br/06240450068,2004,P15Y,no,no
oci:061904100347-0604831767,omid:br/061904100347,omid:br/0604831767,2010,P3Y,no,no
oci:061904100347-0604831768,omid:br/061904100347,omid:br/0604831768,2010,P2Y,no,no
oci:061904100347-0604831769,omid:br/061904100347,omid:br/0604831769,2010,P1Y,no,no
oci:061904100511-06240450511,omid:br/061904100511,omid:br/06240450511,1999,P15Y,no,no
oci:061904100511-06601427204,omid:br/061904100511,omid:br/06601427204,1999,P10Y,no,no
oci:061904100511-061101422618,omid:br/061904100511,omid:br/061101422618,1999,P14Y,no,no
oci:061904100349-062104092730,omid:br/061904100349,omid:br/062104092730,2008,P1Y,yes,no
